order_uid,accept_time,delivery_time,transit_hours,courier_id
C025_42,2023-05-27,2023-05-27,0.0,C025
C025_43,2023-05-30,2023-05-30,0.0,C025
C025_44,2023-06-02,2023-06-02,0.0,C025
C025_45,2023-06-04,2023-06-04,0.0,C025
C025_46,2023-06-07,2023-06-07,0.0,C025
C025_47,2023-06-08,2023-06-08,0.0,C025
C025_48,2023-06-13,2023-06-13,0.0,C025
C025_49,2023-06-20,2023-06-20,0.0,C025
C025_5,2023-01-30,2023-01-30,0.0,C025
C025_50,2023-07-03,2023-07-03,0.0,C025
C025_51,2023-07-05,2023-07-05,0.0,C025
C025_52,2023-07-08,2023-07-08,0.0,C025
C025_53,2023-07-15,2023-07-15,0.0,C025
C025_54,2023-07-25,2023-07-25,0.0,C025
C025_55,2023-07-26,2023-07-26,0.0,C025
C025_56,2023-07-28,2023-07-28,0.0,C025
C025_57,2023-07-30,2023-07-30,0.0,C025
C025_58,2023-08-01,2023-08-01,0.0,C025
C025_59,2023-08-08,2023-08-08,0.0,C025
C025_6,2023-01-31,2023-01-31,0.0,C025
C025_60,2023-08-10,2023-08-10,0.0,C025
C025_61,2023-08-15,2023-08-15,0.0,C025
C025_62,2023-08-17,2023-08-17,0.0,C025
C025_63,2023-08-19,2023-08-19,0.0,C025
C025_64,2023-08-20,2023-08-20,0.0,C025
C025_65,2023-08-22,2023-08-22,0.0,C025
C025_66,2023-08-24,2023-08-24,0.0,C025
C025_67,2023-08-25,2023-08-25,0.0,C025
C025_68,2023-08-26,2023-08-26,0.0,C025
C025_69,2023-08-27,2023-08-27,0.0,C025
C025_7,2023-02-03,2023-02-03,0.0,C025
C025_70,2023-08-31,2023-08-31,0.0,C025
C025_71,2023-09-01,2023-09-01,0.0,C025
C025_72,2023-09-11,2023-09-11,0.0,C025
C025_73,2023-09-12,2023-09-12,0.0,C025
C025_74,2023-09-16,2023-09-16,0.0,C025
C025_75,2023-09-17,2023-09-17,0.0,C025
C025_76,2023-09-19,2023-09-19,0.0,C025
C025_77,2023-09-20,2023-09-20,0.0,C025
C025_78,2023-09-22,2023-09-22,0.0,C025
C025_79,2023-09-26,2023-09-26,0.0,C025
C025_8,2023-02-05,2023-02-05,0.0,C025
C025_80,2023-09-28,2023-09-28,0.0,C025
C025_81,2023-09-29,2023-09-29,0.0,C025
C025_82,2023-09-30,2023-09-30,0.0,C025
C025_83,2023-10-01,2023-10-01,0.0,C025
C025_84,2023-10-11,2023-10-11,0.0,C025
C025_85,2023-10-17,2023-10-17,0.0,C025
C025_86,2023-10-25,2023-10-25,0.0,C025
C025_87,2023-10-29,2023-10-29,0.0,C025
C025_88,2023-10-31,2023-10-31,0.0,C025
C025_89,2023-11-11,2023-11-11,0.0,C025
C025_9,2023-02-16,2023-02-16,0.0,C025
C025_90,2023-11-20,2023-11-20,0.0,C025
C025_91,2023-11-24,2023-11-24,0.0,C025
C025_92,2023-11-30,2023-11-30,0.0,C025
C025_93,2023-12-02,2023-12-02,0.0,C025
C025_94,2023-12-04,2023-12-04,0.0,C025
C025_95,2023-12-12,2023-12-12,0.0,C025
C025_96,2023-12-13,2023-12-13,0.0,C025
C025_97,2023-12-15,2023-12-15,0.0,C025
C025_98,2023-12-21,2023-12-21,0.0,C025
C025_99,2023-12-25,2023-12-25,0.0,C025
C026_0,2023-01-02,2023-01-02,0.0,C026
C026_1,2023-01-06,2023-01-06,0.0,C026
C026_10,2023-02-10,2023-02-10,0.0,C026
C026_11,2023-02-12,2023-02-12,0.0,C026
C026_12,2023-02-18,2023-02-18,0.0,C026
C026_13,2023-02-23,2023-02-23,0.0,C026
C026_14,2023-02-25,2023-02-25,0.0,C026
C026_15,2023-03-01,2023-03-01,0.0,C026
C026_16,2023-03-02,2023-03-02,0.0,C026
C026_17,2023-03-03,2023-03-03,0.0,C026
C026_18,2023-03-07,2023-03-07,0.0,C026
C026_19,2023-03-13,2023-03-13,0.0,C026
C026_2,2023-01-14,2023-01-14,0.0,C026
C026_20,2023-03-15,2023-03-15,0.0,C026
C026_21,2023-03-16,2023-03-16,0.0,C026
C026_22,2023-03-19,2023-03-19,0.0,C026
C026_23,2023-03-22,2023-03-22,0.0,C026
C026_24,2023-03-26,2023-03-26,0.0,C026
C026_25,2023-03-27,2023-03-27,0.0,C026
C026_26,2023-03-30,2023-03-30,0.0,C026
C026_27,2023-03-31,2023-03-31,0.0,C026
C026_28,2023-04-07,2023-04-07,0.0,C026
C026_29,2023-04-18,2023-04-18,0.0,C026
C026_3,2023-01-19,2023-01-19,0.0,C026
C026_30,2023-04-23,2023-04-23,0.0,C026
C026_31,2023-04-25,2023-04-25,0.0,C026
C026_32,2023-04-27,2023-04-27,0.0,C026
C026_33,2023-04-29,2023-04-29,0.0,C026
C026_34,2023-05-02,2023-05-02,0.0,C026
C026_35,2023-05-05,2023-05-05,0.0,C026
C026_36,2023-05-13,2023-05-13,0.0,C026
C026_37,2023-05-25,2023-05-25,0.0,C026
C026_38,2023-05-26,2023-05-26,0.0,C026
C026_39,2023-05-30,2023-05-30,0.0,C026
C026_4,2023-01-24,2023-01-24,0.0,C026
C026_40,2023-06-04,2023-06-04,0.0,C026
C026_41,2023-06-09,2023-06-09,0.0,C026
C026_42,2023-06-12,2023-06-12,0.0,C026
C026_43,2023-06-15,2023-06-15,0.0,C026
C026_44,2023-06-21,2023-06-21,0.0,C026
C026_45,2023-06-24,2023-06-24,0.0,C026
C026_46,2023-06-25,2023-06-25,0.0,C026
C026_47,2023-06-29,2023-06-29,0.0,C026
C026_48,2023-06-30,2023-06-30,0.0,C026
C026_49,2023-07-06,2023-07-06,0.0,C026
C026_5,2023-01-29,2023-01-29,0.0,C026
C026_50,2023-07-08,2023-07-08,0.0,C026
C026_51,2023-07-10,2023-07-10,0.0,C026
C026_52,2023-07-11,2023-07-11,0.0,C026
C026_53,2023-07-12,2023-07-12,0.0,C026
C026_54,2023-07-14,2023-07-14,0.0,C026
C026_55,2023-07-17,2023-07-17,0.0,C026
C026_56,2023-07-18,2023-07-18,0.0,C026
C026_57,2023-08-06,2023-08-06,0.0,C026
C026_58,2023-08-10,2023-08-10,0.0,C026
C026_59,2023-08-16,2023-08-16,0.0,C026
C026_6,2023-02-03,2023-02-03,0.0,C026
C026_60,2023-08-19,2023-08-19,0.0,C026
C026_61,2023-08-22,2023-08-22,0.0,C026
C026_62,2023-08-23,2023-08-23,0.0,C026
C026_63,2023-08-24,2023-08-24,0.0,C026
C026_64,2023-08-27,2023-08-27,0.0,C026
C026_65,2023-09-01,2023-09-01,0.0,C026
C026_66,2023-09-02,2023-09-02,0.0,C026
C026_67,2023-09-08,2023-09-08,0.0,C026
C026_68,2023-09-16,2023-09-16,0.0,C026
C026_69,2023-09-17,2023-09-17,0.0,C026
C026_7,2023-02-07,2023-02-07,0.0,C026
C026_70,2023-09-18,2023-09-18,0.0,C026
C026_71,2023-10-01,2023-10-01,0.0,C026
C026_72,2023-10-08,2023-10-08,0.0,C026
C026_73,2023-10-11,2023-10-11,0.0,C026
C026_74,2023-10-13,2023-10-13,0.0,C026
C026_75,2023-10-22,2023-10-22,0.0,C026
C026_76,2023-10-24,2023-10-24,0.0,C026
C026_77,2023-10-30,2023-10-30,0.0,C026
C026_78,2023-11-02,2023-11-02,0.0,C026
C026_79,2023-11-05,2023-11-05,0.0,C026
C026_8,2023-02-08,2023-02-08,0.0,C026
C026_80,2023-11-12,2023-11-12,0.0,C026
C026_81,2023-11-17,2023-11-17,0.0,C026
C026_82,2023-11-18,2023-11-18,0.0,C026
C026_83,2023-11-19,2023-11-19,0.0,C026
C026_84,2023-11-21,2023-11-21,0.0,C026
C026_85,2023-11-22,2023-11-22,0.0,C026
C026_86,2023-11-24,2023-11-24,0.0,C026
C026_87,2023-11-25,2023-11-25,0.0,C026
C026_88,2023-11-27,2023-11-27,0.0,C026
C026_89,2023-11-28,2023-11-28,0.0,C026
C026_9,2023-02-09,2023-02-09,0.0,C026
C026_90,2023-12-04,2023-12-04,0.0,C026
C026_91,2023-12-09,2023-12-09,0.0,C026
C026_92,2023-12-11,2023-12-11,0.0,C026
C026_93,2023-12-12,2023-12-12,0.0,C026
C026_94,2023-12-15,2023-12-15,0.0,C026
C026_95,2023-12-16,2023-12-16,0.0,C026
C026_96,2023-12-17,2023-12-17,0.0,C026
C026_97,2023-12-22,2023-12-22,0.0,C026
C026_98,2023-12-27,2023-12-27,0.0,C026
C026_99,2023-12-30,2023-12-30,0.0,C026
C027_0,2023-01-05,2023-01-05,0.0,C027
C027_1,2023-01-07,2023-01-07,0.0,C027
C027_10,2023-02-03,2023-02-03,0.0,C027
C027_11,2023-02-05,2023-02-05,0.0,C027
C027_12,2023-02-15,2023-02-15,0.0,C027
C027_13,2023-02-18,2023-02-18,0.0,C027
C027_14,2023-02-23,2023-02-23,0.0,C027
C027_15,2023-03-06,2023-03-06,0.0,C027
C027_16,2023-03-11,2023-03-11,0.0,C027
C027_17,2023-03-15,2023-03-15,0.0,C027
C027_18,2023-03-17,2023-03-17,0.0,C027
C027_19,2023-03-20,2023-03-20,0.0,C027
C027_2,2023-01-12,2023-01-12,0.0,C027
C027_20,2023-03-24,2023-03-24,0.0,C027
C027_21,2023-04-09,2023-04-09,0.0,C027
C027_22,2023-04-21,2023-04-21,0.0,C027
C027_23,2023-04-28,2023-04-28,0.0,C027
C027_24,2023-05-06,2023-05-06,0.0,C027
C027_25,2023-05-10,2023-05-10,0.0,C027
C027_26,2023-05-12,2023-05-12,0.0,C027
C027_27,2023-05-19,2023-05-19,0.0,C027
C027_28,2023-05-20,2023-05-20,0.0,C027
C027_29,2023-05-24,2023-05-24,0.0,C027
C027_3,2023-01-13,2023-01-13,0.0,C027
C027_30,2023-05-26,2023-05-26,0.0,C027
C027_31,2023-05-27,2023-05-27,0.0,C027
C027_32,2023-06-06,2023-06-06,0.0,C027
C027_33,2023-06-10,2023-06-10,0.0,C027
C027_34,2023-06-15,2023-06-15,0.0,C027
C027_35,2023-06-16,2023-06-16,0.0,C027
C027_36,2023-06-17,2023-06-17,0.0,C027
C027_37,2023-06-22,2023-06-22,0.0,C027
C027_38,2023-06-26,2023-06-26,0.0,C027
C027_39,2023-06-29,2023-06-29,0.0,C027
C027_4,2023-01-17,2023-01-17,0.0,C027
C027_40,2023-07-02,2023-07-02,0.0,C027
C027_41,2023-07-05,2023-07-05,0.0,C027
C027_42,2023-07-06,2023-07-06,0.0,C027
C027_43,2023-07-07,2023-07-07,0.0,C027
C027_44,2023-07-08,2023-07-08,0.0,C027
C027_45,2023-07-09,2023-07-09,0.0,C027
C027_46,2023-07-13,2023-07-13,0.0,C027
C027_47,2023-07-20,2023-07-20,0.0,C027
C027_48,2023-07-24,2023-07-24,0.0,C027
C027_49,2023-07-30,2023-07-30,0.0,C027
C027_5,2023-01-18,2023-01-18,0.0,C027
C027_50,2023-07-31,2023-07-31,0.0,C027
C027_51,2023-08-02,2023-08-02,0.0,C027
C027_52,2023-08-06,2023-08-06,0.0,C027
C027_53,2023-08-07,2023-08-07,0.0,C027
C027_54,2023-08-09,2023-08-09,0.0,C027
C027_55,2023-08-25,2023-08-25,0.0,C027
C027_56,2023-08-26,2023-08-26,0.0,C027
C027_57,2023-08-30,2023-08-30,0.0,C027
C027_58,2023-09-01,2023-09-01,0.0,C027
C027_59,2023-09-04,2023-09-04,0.0,C027
C027_6,2023-01-26,2023-01-26,0.0,C027
C027_60,2023-09-06,2023-09-06,0.0,C027
C027_61,2023-09-07,2023-09-07,0.0,C027
C027_62,2023-09-15,2023-09-15,0.0,C027
C027_63,2023-09-18,2023-09-18,0.0,C027
C027_64,2023-09-24,2023-09-24,0.0,C027
C027_65,2023-10-03,2023-10-03,0.0,C027
C027_66,2023-10-05,2023-10-05,0.0,C027
C027_67,2023-10-08,2023-10-08,0.0,C027
C027_68,2023-10-09,2023-10-09,0.0,C027
C027_69,2023-10-14,2023-10-14,0.0,C027
C027_7,2023-01-29,2023-01-29,0.0,C027
C027_70,2023-10-16,2023-10-16,0.0,C027
C027_71,2023-10-25,2023-10-25,0.0,C027
C027_72,2023-10-26,2023-10-26,0.0,C027
C027_73,2023-10-31,2023-10-31,0.0,C027
C027_74,2023-11-04,2023-11-04,0.0,C027
C027_75,2023-11-07,2023-11-07,0.0,C027
C027_76,2023-11-10,2023-11-10,0.0,C027
C027_77,2023-11-13,2023-11-13,0.0,C027
C027_78,2023-11-14,2023-11-14,0.0,C027
C027_79,2023-11-18,2023-11-18,0.0,C027
C027_8,2023-01-30,2023-01-30,0.0,C027
C027_80,2023-11-19,2023-11-19,0.0,C027
C027_81,2023-11-20,2023-11-20,0.0,C027
C027_82,2023-11-23,2023-11-23,0.0,C027
C027_83,2023-12-03,2023-12-03,0.0,C027
C027_84,2023-12-04,2023-12-04,0.0,C027
C027_85,2023-12-05,2023-12-05,0.0,C027
C027_86,2023-12-08,2023-12-08,0.0,C027
C027_87,2023-12-14,2023-12-14,0.0,C027
C027_88,2023-12-19,2023-12-19,0.0,C027
C027_89,2023-12-30,2023-12-30,0.0,C027
C027_9,2023-01-31,2023-01-31,0.0,C027
C028_0,2023-01-05,2023-01-05,0.0,C028
C028_1,2023-01-08,2023-01-08,0.0,C028
C028_10,2023-02-07,2023-02-07,0.0,C028
C028_11,2023-02-09,2023-02-09,0.0,C028
C028_12,2023-02-14,2023-02-14,0.0,C028
C028_13,2023-02-20,2023-02-20,0.0,C028
C028_14,2023-02-21,2023-02-21,0.0,C028
C028_15,2023-02-22,2023-02-22,0.0,C028
C028_16,2023-02-23,2023-02-23,0.0,C028
C028_17,2023-03-01,2023-03-01,0.0,C028
C028_18,2023-03-11,2023-03-11,0.0,C028
C028_19,2023-03-13,2023-03-13,0.0,C028
C028_2,2023-01-09,2023-01-09,0.0,C028
C028_20,2023-03-16,2023-03-16,0.0,C028
C028_21,2023-03-17,2023-03-17,0.0,C028
C028_22,2023-03-18,2023-03-18,0.0,C028
C028_23,2023-03-24,2023-03-24,0.0,C028
C028_24,2023-03-28,2023-03-28,0.0,C028
C028_25,2023-04-03,2023-04-03,0.0,C028
C028_26,2023-04-05,2023-04-05,0.0,C028
C028_27,2023-04-06,2023-04-06,0.0,C028
C028_28,2023-04-11,2023-04-11,0.0,C028
C028_29,2023-04-13,2023-04-13,0.0,C028
C028_3,2023-01-10,2023-01-10,0.0,C028
C028_30,2023-04-27,2023-04-27,0.0,C028
C028_31,2023-04-29,2023-04-29,0.0,C028
C028_32,2023-05-01,2023-05-01,0.0,C028
C028_33,2023-05-07,2023-05-07,0.0,C028
C028_34,2023-05-09,2023-05-09,0.0,C028
C028_35,2023-05-17,2023-05-17,0.0,C028
C028_36,2023-05-23,2023-05-23,0.0,C028
C028_37,2023-05-26,2023-05-26,0.0,C028
C028_38,2023-05-29,2023-05-29,0.0,C028
C028_39,2023-06-03,2023-06-03,0.0,C028
C028_4,2023-01-14,2023-01-14,0.0,C028
C028_40,2023-06-04,2023-06-04,0.0,C028
C028_41,2023-06-11,2023-06-11,0.0,C028
C028_42,2023-06-14,2023-06-14,0.0,C028
C028_43,2023-06-21,2023-06-21,0.0,C028
C028_44,2023-06-28,2023-06-28,0.0,C028
C028_45,2023-07-07,2023-07-07,0.0,C028
C028_46,2023-07-09,2023-07-09,0.0,C028
C028_47,2023-07-10,2023-07-10,0.0,C028
C028_48,2023-07-20,2023-07-20,0.0,C028
C028_49,2023-07-24,2023-07-24,0.0,C028
C028_5,2023-01-18,2023-01-18,0.0,C028
C028_50,2023-07-25,2023-07-25,0.0,C028
C028_51,2023-07-29,2023-07-29,0.0,C028
C028_52,2023-08-03,2023-08-03,0.0,C028
C028_53,2023-08-04,2023-08-04,0.0,C028
C028_54,2023-08-06,2023-08-06,0.0,C028
C028_55,2023-08-07,2023-08-07,0.0,C028
C028_56,2023-08-08,2023-08-08,0.0,C028
C028_57,2023-08-11,2023-08-11,0.0,C028
C028_58,2023-08-12,2023-08-12,0.0,C028
C028_59,2023-08-14,2023-08-14,0.0,C028
C028_6,2023-01-27,2023-01-27,0.0,C028
C028_60,2023-08-20,2023-08-20,0.0,C028
C028_61,2023-08-26,2023-08-26,0.0,C028
C028_62,2023-08-29,2023-08-29,0.0,C028
C028_63,2023-08-31,2023-08-31,0.0,C028
C028_64,2023-09-02,2023-09-02,0.0,C028
C028_65,2023-09-04,2023-09-04,0.0,C028
C028_66,2023-09-05,2023-09-05,0.0,C028
C028_67,2023-09-08,2023-09-08,0.0,C028
C028_68,2023-09-18,2023-09-18,0.0,C028
C028_69,2023-09-24,2023-09-24,0.0,C028
C028_7,2023-01-30,2023-01-30,0.0,C028
C028_70,2023-09-26,2023-09-26,0.0,C028
C028_71,2023-09-30,2023-09-30,0.0,C028
C028_72,2023-10-05,2023-10-05,0.0,C028
C028_73,2023-10-08,2023-10-08,0.0,C028
C028_74,2023-10-09,2023-10-09,0.0,C028
C028_75,2023-10-10,2023-10-10,0.0,C028
C028_76,2023-10-24,2023-10-24,0.0,C028
C028_77,2023-10-27,2023-10-27,0.0,C028
C028_78,2023-10-29,2023-10-29,0.0,C028
C028_79,2023-10-30,2023-10-30,0.0,C028
C028_8,2023-02-01,2023-02-01,0.0,C028
C028_80,2023-10-31,2023-10-31,0.0,C028
C028_81,2023-11-02,2023-11-02,0.0,C028
C028_82,2023-11-08,2023-11-08,0.0,C028
C028_83,2023-11-10,2023-11-10,0.0,C028
C028_84,2023-11-12,2023-11-12,0.0,C028
C028_85,2023-11-15,2023-11-15,0.0,C028
C028_86,2023-11-22,2023-11-22,0.0,C028
C028_87,2023-11-26,2023-11-26,0.0,C028
C028_88,2023-11-29,2023-11-29,0.0,C028
C028_89,2023-12-07,2023-12-07,0.0,C028
C028_9,2023-02-02,2023-02-02,0.0,C028
C028_90,2023-12-08,2023-12-08,0.0,C028
C028_91,2023-12-16,2023-12-16,0.0,C028
C028_92,2023-12-19,2023-12-19,0.0,C028
C028_93,2023-12-21,2023-12-21,0.0,C028
C028_94,2023-12-24,2023-12-24,0.0,C028
C028_95,2023-12-30,2023-12-30,0.0,C028
C029_0,2023-01-07,2023-01-07,0.0,C029
C029_1,2023-01-13,2023-01-13,0.0,C029
C029_10,2023-03-23,2023-03-23,0.0,C029
C029_11,2023-03-24,2023-03-24,0.0,C029
C029_12,2023-03-28,2023-03-28,0.0,C029
C029_13,2023-04-03,2023-04-03,0.0,C029
C029_14,2023-04-04,2023-04-04,0.0,C029
C029_15,2023-04-05,2023-04-05,0.0,C029
C029_16,2023-04-07,2023-04-07,0.0,C029
C029_17,2023-04-13,2023-04-13,0.0,C029
C029_18,2023-04-14,2023-04-14,0.0,C029
C029_19,2023-04-16,2023-04-16,0.0,C029
C029_2,2023-01-16,2023-01-16,0.0,C029
C029_20,2023-04-18,2023-04-18,0.0,C029
C029_21,2023-04-20,2023-04-20,0.0,C029
C029_22,2023-04-28,2023-04-28,0.0,C029
C029_23,2023-05-02,2023-05-02,0.0,C029
C029_24,2023-05-04,2023-05-04,0.0,C029
C029_25,2023-05-05,2023-05-05,0.0,C029
C029_26,2023-05-08,2023-05-08,0.0,C029
C029_27,2023-05-11,2023-05-11,0.0,C029
C029_28,2023-05-16,2023-05-16,0.0,C029
C029_29,2023-05-19,2023-05-19,0.0,C029
C029_3,2023-01-17,2023-01-17,0.0,C029
C029_30,2023-05-21,2023-05-21,0.0,C029
C029_31,2023-05-25,2023-05-25,0.0,C029
C029_32,2023-05-26,2023-05-26,0.0,C029
C029_33,2023-06-02,2023-06-02,0.0,C029
C029_34,2023-06-04,2023-06-04,0.0,C029
C029_35,2023-06-12,2023-06-12,0.0,C029
C029_36,2023-06-13,2023-06-13,0.0,C029
C029_37,2023-06-15,2023-06-15,0.0,C029
C029_38,2023-06-18,2023-06-18,0.0,C029
C029_39,2023-06-19,2023-06-19,0.0,C029
C029_4,2023-01-31,2023-01-31,0.0,C029
C029_40,2023-06-23,2023-06-23,0.0,C029
C029_41,2023-06-27,2023-06-27,0.0,C029
C029_42,2023-06-30,2023-06-30,0.0,C029
C029_43,2023-07-07,2023-07-07,0.0,C029
C029_44,2023-07-08,2023-07-08,0.0,C029
C029_45,2023-07-14,2023-07-14,0.0,C029
C029_46,2023-07-15,2023-07-15,0.0,C029
C029_47,2023-07-19,2023-07-19,0.0,C029
C029_48,2023-07-21,2023-07-21,0.0,C029
C029_49,2023-07-23,2023-07-23,0.0,C029
C029_5,2023-02-04,2023-02-04,0.0,C029
C029_50,2023-07-25,2023-07-25,0.0,C029
C029_51,2023-08-03,2023-08-03,0.0,C029
C029_52,2023-08-06,2023-08-06,0.0,C029
C029_53,2023-08-08,2023-08-08,0.0,C029
C029_54,2023-08-10,2023-08-10,0.0,C029
C029_55,2023-08-12,2023-08-12,0.0,C029
C029_56,2023-08-14,2023-08-14,0.0,C029
C029_57,2023-08-16,2023-08-16,0.0,C029
C029_58,2023-08-17,2023-08-17,0.0,C029
C029_59,2023-08-21,2023-08-21,0.0,C029
C029_6,2023-02-17,2023-02-17,0.0,C029
C029_60,2023-08-24,2023-08-24,0.0,C029
C029_61,2023-08-25,2023-08-25,0.0,C029
C029_62,2023-08-27,2023-08-27,0.0,C029
C029_63,2023-08-29,2023-08-29,0.0,C029
C029_64,2023-09-02,2023-09-02,0.0,C029
C029_65,2023-09-04,2023-09-04,0.0,C029
C029_66,2023-09-06,2023-09-06,0.0,C029
C029_67,2023-09-08,2023-09-08,0.0,C029
C029_68,2023-09-10,2023-09-10,0.0,C029
C029_69,2023-09-11,2023-09-11,0.0,C029
C029_7,2023-03-11,2023-03-11,0.0,C029
C029_70,2023-09-12,2023-09-12,0.0,C029
C029_71,2023-09-16,2023-09-16,0.0,C029
C029_72,2023-09-24,2023-09-24,0.0,C029
C029_73,2023-09-26,2023-09-26,0.0,C029
C029_74,2023-09-29,2023-09-29,0.0,C029
C029_75,2023-10-01,2023-10-01,0.0,C029
C029_76,2023-10-02,2023-10-02,0.0,C029
C029_77,2023-10-04,2023-10-04,0.0,C029
C029_78,2023-10-05,2023-10-05,0.0,C029
C029_79,2023-10-06,2023-10-06,0.0,C029
C029_8,2023-03-13,2023-03-13,0.0,C029
C029_80,2023-10-08,2023-10-08,0.0,C029
C029_81,2023-10-17,2023-10-17,0.0,C029
C029_82,2023-10-23,2023-10-23,0.0,C029
C029_83,2023-10-27,2023-10-27,0.0,C029
C029_84,2023-10-31,2023-10-31,0.0,C029
C029_85,2023-11-03,2023-11-03,0.0,C029
C029_86,2023-11-17,2023-11-17,0.0,C029
C029_87,2023-11-18,2023-11-18,0.0,C029
C029_88,2023-11-21,2023-11-21,0.0,C029
C029_89,2023-11-23,2023-11-23,0.0,C029
C029_9,2023-03-20,2023-03-20,0.0,C029
C029_90,2023-11-27,2023-11-27,0.0,C029
C029_91,2023-12-22,2023-12-22,0.0,C029
C029_92,2023-12-28,2023-12-28,0.0,C029
C030_0,2023-01-01,2023-01-01,0.0,C030
C030_1,2023-01-06,2023-01-06,0.0,C030
C030_10,2023-01-27,2023-01-27,0.0,C030
C030_11,2023-01-29,2023-01-29,0.0,C030
C030_12,2023-02-05,2023-02-05,0.0,C030
C030_13,2023-02-06,2023-02-06,0.0,C030
C030_14,2023-02-14,2023-02-14,0.0,C030
C030_15,2023-02-15,2023-02-15,0.0,C030
C030_16,2023-02-21,2023-02-21,0.0,C030
C030_17,2023-02-22,2023-02-22,0.0,C030
C030_18,2023-02-25,2023-02-25,0.0,C030
C030_19,2023-03-01,2023-03-01,0.0,C030
C030_2,2023-01-08,2023-01-08,0.0,C030
C030_20,2023-03-02,2023-03-02,0.0,C030
C030_21,2023-03-07,2023-03-07,0.0,C030
C030_22,2023-03-11,2023-03-11,0.0,C030
C030_23,2023-03-24,2023-03-24,0.0,C030
C030_24,2023-03-29,2023-03-29,0.0,C030
C030_25,2023-04-06,2023-04-06,0.0,C030
C030_26,2023-04-13,2023-04-13,0.0,C030
C030_27,2023-04-15,2023-04-15,0.0,C030
C030_28,2023-04-17,2023-04-17,0.0,C030
C030_29,2023-04-21,2023-04-21,0.0,C030
C030_3,2023-01-10,2023-01-10,0.0,C030
C030_30,2023-04-22,2023-04-22,0.0,C030
C030_31,2023-04-23,2023-04-23,0.0,C030
C030_32,2023-05-10,2023-05-10,0.0,C030
C030_33,2023-05-11,2023-05-11,0.0,C030
C030_34,2023-05-16,2023-05-16,0.0,C030
C030_35,2023-05-20,2023-05-20,0.0,C030
C030_36,2023-05-23,2023-05-23,0.0,C030
C030_37,2023-05-26,2023-05-26,0.0,C030
C030_38,2023-05-28,2023-05-28,0.0,C030
C030_39,2023-06-12,2023-06-12,0.0,C030
C030_4,2023-01-11,2023-01-11,0.0,C030
C030_40,2023-06-15,2023-06-15,0.0,C030
C030_41,2023-06-18,2023-06-18,0.0,C030
C030_42,2023-06-19,2023-06-19,0.0,C030
C030_43,2023-06-21,2023-06-21,0.0,C030
C030_44,2023-06-23,2023-06-23,0.0,C030
C030_45,2023-07-01,2023-07-01,0.0,C030
C030_46,2023-07-02,2023-07-02,0.0,C030
C030_47,2023-07-06,2023-07-06,0.0,C030
C030_48,2023-07-16,2023-07-16,0.0,C030
C030_49,2023-07-20,2023-07-20,0.0,C030
C030_5,2023-01-16,2023-01-16,0.0,C030
C030_50,2023-07-22,2023-07-22,0.0,C030
C030_51,2023-07-26,2023-07-26,0.0,C030
C030_52,2023-07-31,2023-07-31,0.0,C030
C030_53,2023-08-04,2023-08-04,0.0,C030
C030_54,2023-08-05,2023-08-05,0.0,C030
C030_55,2023-08-10,2023-08-10,0.0,C030
C030_56,2023-08-15,2023-08-15,0.0,C030
C030_57,2023-08-19,2023-08-19,0.0,C030
C030_58,2023-08-20,2023-08-20,0.0,C030
C030_59,2023-08-27,2023-08-27,0.0,C030
C030_6,2023-01-18,2023-01-18,0.0,C030
C030_60,2023-08-29,2023-08-29,0.0,C030
C030_61,2023-09-05,2023-09-05,0.0,C030
C030_62,2023-09-06,2023-09-06,0.0,C030
C030_63,2023-09-10,2023-09-10,0.0,C030
C030_64,2023-09-20,2023-09-20,0.0,C030
C030_65,2023-09-21,2023-09-21,0.0,C030
C030_66,2023-10-01,2023-10-01,0.0,C030
C030_67,2023-10-24,2023-10-24,0.0,C030
C030_68,2023-10-26,2023-10-26,0.0,C030
C030_69,2023-10-29,2023-10-29,0.0,C030
C030_7,2023-01-19,2023-01-19,0.0,C030
C030_70,2023-10-30,2023-10-30,0.0,C030
C030_71,2023-10-31,2023-10-31,0.0,C030
C030_72,2023-11-11,2023-11-11,0.0,C030
C030_73,2023-11-20,2023-11-20,0.0,C030
C030_74,2023-12-01,2023-12-01,0.0,C030
C030_75,2023-12-02,2023-12-02,0.0,C030
C030_76,2023-12-03,2023-12-03,0.0,C030
C030_77,2023-12-04,2023-12-04,0.0,C030
C030_78,2023-12-09,2023-12-09,0.0,C030
C030_79,2023-12-11,2023-12-11,0.0,C030
C030_8,2023-01-22,2023-01-22,0.0,C030
C030_80,2023-12-23,2023-12-23,0.0,C030
C030_81,2023-12-29,2023-12-29,0.0,C030
C030_9,2023-01-26,2023-01-26,0.0,C030
C031_0,2023-01-01,2023-01-01,0.0,C031
C031_1,2023-01-02,2023-01-02,0.0,C031
C031_10,2023-01-31,2023-01-31,0.0,C031
C031_11,2023-02-01,2023-02-01,0.0,C031
C031_12,2023-02-08,2023-02-08,0.0,C031
C031_13,2023-02-22,2023-02-22,0.0,C031
C031_14,2023-02-27,2023-02-27,0.0,C031
C031_15,2023-03-05,2023-03-05,0.0,C031
C031_16,2023-03-06,2023-03-06,0.0,C031
C031_17,2023-03-11,2023-03-11,0.0,C031
C031_18,2023-03-14,2023-03-14,0.0,C031
C031_19,2023-03-17,2023-03-17,0.0,C031
C031_2,2023-01-03,2023-01-03,0.0,C031
